name,singer,cover,url,lyric,singer_id,song_id
SHEESH,BABYMONSTER,http://p1.music.126.net/G6mufakVWoXlcXBDAFC-Dg==/109951169546450297.jpg?param=130y130,https://music.163.com/song?id=2141179251,"Da la lun dun

Da la lun dun

Da la lun dun
BABY I'mma MONSTER
Mano a mano
I see you in slow mo'
You know you're in trouble
Ooh hoo hoo hoo

발버둥 쳐봐
어차피 손바닥
위에서 못 나가
You know that
눈을 뜬 순간

피어나

All eyes on me
불을 질러라
Do or die

On my life
Yeah you ain't seen nothing yet
Got them all going
Sheesh Sheesh
Sheesh Sheesh Sheesh yeah
B.A.B.Y.M.O.N
Sheesh Sheesh
Sheesh Sheesh Sheesh yeah

Got them all going
Yo hold on 쉿
걍 들이부어라 네 달팽이관에

이건 네 귀에 줄 축복
음악에 맞춰 걍 춤 춰
히비리 합 합 boom boom pow
분위기 타올라 너네들 눈 돌아
띵하니 적잖이 충격일 거야
Crown this queen
홈런은 쳤고 내 다음은 위
어중이떠중이 중간 아님
날 보고 닫혔던 입들 say
Sheesh Sheesh Sheesh
You know what it is
I be running this
Pull up in a ghost
Peek a peek a boo hoo
Vroom vroom
너네 심장에 박동이 pump pump pop
Pedal to the metal
Click clack click
Put'em up to the sky
High high high high
눈을 뜬 순간

피어나

All eyes on me
불을 질러라
Do or die
On my life
Yeah you ain't seen nothing yet
Got them all going
Sheesh Sheesh

Sheesh Sheesh Sheesh yeah
B.A.B.Y.M.O.N
Sheesh Sheesh

Sheesh Sheesh Sheesh yeah
Got them all going
마음껏 웃어봐

이젠 내 차례니까

천천히 불태워 네가 잠든 사이
Time's up

올라가 올라가 더

꼭대기 꼭대기로

하늘 위 하늘 위로
Fly away
온 세상을 뒤집어
Come on let's ride

BABY I'mma MONSTER

B A B Y M O N
Tell a friend tell a friend tell a friend

B A B Y M O N
Tell a friend tell a friend tell a friend
Let's go

Jump jump and let it go
Watch out we on a roll
Rum pump pump pump it up then

Jump jump and let it go
Watch out we on a roll
Rum pump pump pump it up then
",55268878,2141179251
잘자요 아가씨 (Prod. 과나),ASMRZ,http://p1.music.126.net/Da1m1MJSGSWJsgHKIS_9nQ==/109951169367447697.jpg?param=130y130,https://music.163.com/song?id=2129984063,"[by:为民族之复兴]
お嬢様, it's time to go to bed
또 핸드폰 하는 거예요?
늦게 자면 고운 피부가 다 무너진다구요
最後の警告です
지금 잠에 들지 않으면,
우린 춤을 출 거예요
야레야레, 못 말리는 아가씨
야레야레
못 말리는 아가씨
야레야레
못 말리는 아가씨
(또또또 또또또) 또 핸드폰 하는 거예요?
(타타타 타타타) time to go to bed
(고고고 고고고) 고운 피부가 다 무너진다구요
(야야야 야야야) 야레야레,못 말리는 아가씨
お嬢様, it's time to go to bed
처음부터 잘 생각이 없었군요
오늘 밤은 우리와 함께 춤을 춰요
でも、明日は
일찍 잠에 드는 거예요
오늘은 비밀로 해줄게요
야레야레, 못 말리는 아가씨
야레야레
못 말리는 아가씨
야레야레
못 말리는 아가씨
(또또또 또또또) 또 핸드폰 하는 거예요?
(타타타 타타타) time to go to bed
(고고고 고고고) 고운 피부가 다 무너진다구요
(야야야 야야야) 야레야레,못 말리는 아가씨
最後の警告です
지금 잠에 들지 않으면
우린…",60439732,2129984063
Diamond,TRI.BE,http://p1.music.126.net/J4J17JeBoZ-sporEzlVD4Q==/109951169351881100.jpg?param=130y130,https://music.163.com/song?id=2128132607,"[by:维尔日记]
 Not every moment but everyday 난 행복해져
 Everyday everyday yeah yeah with me 

 I miss my mama when things get harder
 원했던 일이지만 쉽지 않아 답답해 (I just want)
 To make my way (my way)

 빠르게 걷다 멈출 때마다 이런 기분 느끼고 싶지 않아
 막막해 (That’s ok) but I’ll be okay yeah

 두려워 마 지금 이 순간 어둠 속에서 별은 더 빛나
 Just let it go 흘려보내 Just let it flow and just come with me

 행복할 수는 없겠지 매 순간 We’re gonna all shine just like the sun
 Everyday everyday yeah yeah with me

 Not every moment but everyday 난 행복해져 la di da dam lay
 All this pressure, All this pain, Por eso brillo, Como VVS

 Ma like ma like ma like ma like a diamond, 매일 매일 매일 매일
 Ma like ma like ma like ma like a diamond, 매일 매일 매일 매일
 Ma like ma like ma like ma like a diamond,
 언제 어디에 있던지 난 I can make it right 모든 건 나로 인해 변하니까

 정해진 답은 없으니까 그냥 원하는 대로 가 가도 돼 좀 다르면 어때

 거친 사막을 푸른 바다로 바꿀 수도 있지 even 시간도
 Can’t stop me now, 믿을 수 없겠지만 I can

 날카로운 시선, 난 아파, but 넌 잊어
 작은 것들에 흔들려 날 툭 하고 건들며 울려

 행복할 수는 없겠지 매 순간 But 느끼게 될 거야 everyday
 Just let it go 흘려보내 Everyday everyday yeah yeah with me

 Not every moment but everyday 난 행복해져 la di da dam lay 
 All this pressure, All this pain, Por eso brillo, Como VVS

 Ma like ma like ma like ma like a diamond, 매일 매일 매일 매일
 Ma like ma like ma like ma like a diamond, 매일 매일 매일 매일
 Ma like ma like ma like ma like a diamond,
 언제 어디에 있던지 난 I can make it right 모든 건 나로 인해 변하니까

 Ma like ma like ma like ma like a diamond, 매일 매일 매일 매일
 Ma like ma like ma like ma like a diamond, 매일 매일 매일 매일
 Ma like ma like ma like ma like a diamond,
 언제 어디에 있던지 난 I can make it right 모든 건 나로 인해 변하니까
",46733065,2128132607
DREAM,BABYMONSTER,http://p1.music.126.net/G6mufakVWoXlcXBDAFC-Dg==/109951169546450297.jpg?param=130y130,https://music.163.com/song?id=2141179254,"Sometimes I don't know who I am

Doubting myself again

Can't find a light in the dark

And I'm

Finding myself in the rain

Trying to get out of the pain

Know that I've come so far

I made a promise
I'll never run and hide

I'm getting stronger

I'm getting stronger
A little longer
I'm getting stronger

Now I finally found my wings

I let go of everything

Decided to follow my heart

And I'm

Finally able to breathe

Finally able to see

Just who I was born to be

I'm waking up in my dream

Oh yeah that fires in my eyes
No sleep you keep them lullabies
Cross hearts I've been the one to ride
Vroom vroom
I'll see you later bye
I keep it a hundred
We one in a million
No billion No kidding No ceiling
That's limitless
Stars in the sky we infinite
Envisioned it
Just how I pictured it

Here we are all of the lights
Spotlight is blinding my eyes
Just breathe and live and let it die
Lift up my head I'mma rise
Spread out my wings I'm a fly fly high
I'm getting stronger
I'm getting stronger

A little longer
I'm getting stronger

Now I finally found my wings

I let go of everything

Decided to follow my heart
I don't care what they say
My life is not a game
Never gonna run away
So don't wake me up
Finally able to breathe
Can't wake me up
Nothing can wake me up
I'm waking up in my dream
",55268878,2141179254
Like I Do (Jay Park Remix),朴宰范,http://p1.music.126.net/pfBe_M27tE1PCFobiLEnCg==/109951169623092059.jpg?param=130y130,https://music.163.com/song?id=2149552291,"That's a drop top coupe
Said you wanna drive it down real soon
I just wanna love you like I do
'Cause I never had someone like you
Ain't nobody got this love
Got me cuffed
Ain't nobody bae
All I need is love
I just wanna run away with you
살짝 미소 지어도
Driving me crazy
붙어있고 파
Everyday 매일
천억 짜리 회사 갖고 있지만
나는 너를 훨씬 아끼지 baby
Mayday
보고파 미치겠어
둘이 봐 오늘밤
Netflix 켜 와인 따고
Baby 짠하고 let's play
That's a drop top coupe
Said you wanna drive it down real soon
I just wanna love you like I do
'Cause I never had someone like you
Ain't nobody got this love
Got me cuffed
Ain't nobody bae
All I need is love
I just wanna run away with you
Baby wanna let you know
You're on my mind on my mind
Do you know I'm thinkin' bout you
All the time all the time
Lemme pull up to the place you at
I'll give you my heart
Baby just give it back
Cause all I wanna do
Is **** you till the early morning
That's a drop top coupe
Said you wanna drive it down real soon
I just wanna love you like I do
'Cause I never had someone like you
Ain't nobody got this love
Got me cuffed
Ain't nobody bae
All I need is love
I just wanna run away with you
Can't nobody love you like I do
Can't nobody love you like I do
Can't nobody love you like I do
Like I do",124542,2149552291
SPOT!,TESDY,http://p1.music.126.net/5dTQeeXdYYpVMiGZxOPPgA==/109951169540302336.jpg?param=130y130,https://music.163.com/song?id=2150400593,"[by:樱奈姜]
Everything ok my man
Turn the music up
Uhm we're not going home tonight alright
네 계획에 없던 party
Up and down round and round
Hit the spot spot spot spot
엎치락뒤치락 정신을 왜 차려 왜
Hey girl where you at
데리러 갈게 send me the address
No dress code 대충 걸치면 돼
우린 꾸밈없고 나머진 억텐 yeah
농익은 분위기 it's too sticky
마구 부대껴 어머 정전기 찌릿
여긴 내 동생 저기는 내 homie
순둥이지만 음악 틀면 눈 돌지
Chillin' out we yellin' out one more
찐친 바이브 위아래 안 따져
부끄런 I 피식 E를 드러내
포위됐어 넌 now hands in the air
Uhm we're not going home tonight alright
네 계획에 없던 party
Up and down round and round
Hit the spot spot spot spot
엎치락뒤치락 정신을 왜 차려 왜
Up and down round and round
Everybody hit the spot
Up and down round and round
Everybody hit the top
Up and down round and round
Everybody make it loud
Make it loud
Up and down round and round
Ain't nobody hold us down
어깨 툭툭 he say ""Yo JENNIE
Told you that 도망치면 배신""
Yeah I know I know
일단 더우니까 바람 쐬러 나가
Bae 나갈 때 뒤로 딱 붙어
땀 뺐으니까 후딱 아이스크림 go
들키면 피곤해져 put your mask on
한바퀴 돌고 퀵하게 조인해
우리 프로젝트 타이틀 명은 J Z
We gon' run this town that's crazy
짱박아 놨던 네 똘끼를 꺼내
해방됐어 넌 now hands in the air
Uhm we're not going home tonight alright
네 계획에 없던 party
Up and down round and round
Hit the spot spot spot spot
엎치락뒤치락 정신을 왜 차려 왜
Up and down round and round
Everybody hit the spot
Up and down round and round
Everybody hit the top",61566727,2150400593
Love 119,RIIZE,http://p1.music.126.net/_hffDfaPRsvBz4H_Vla5rw==/109951169288035151.jpg?param=130y130,https://music.163.com/song?id=2114737220,"1 2 Let's go
뺏긴 My heart that girl's a killer
Love so good feels like a thriller
시작됐지

이건 Emergency Vroom

1-1-9 1-1-9

Save my life save my life

She sets me free

이건 Emergency Love

너는 마치 Flashlight

자꾸만 시선을 뺏겨

많은 사람 속에서

순간 너만 보였어

다들 말하지
Love is so sweet

아직 난 뭔지 모르겠지
Right now

처음 느낀 이상한 떨림

이건 진심 I'm not kidding

친구이기엔 더
Deeper deeper deeper
어쩌면 Love song yah

뺏긴 My heart that girl's a killer
Love so good feels like a thriller
시작됐지

이건 Emergency Vroom
1-1-9 1-1-9

Save my life save my life

She sets me free

이건 Emergency Love

이상해 나 What do I do
너에 관한 건 뭐라도
신경 쓰여 난 All day
넌 만들어 My day
이 감정은 Someday
난 알고 싶어
귓가에 울린
Love is so sweet

멈출 수 없이 빠져버린 나야

네가 자꾸 궁금해 왜지

말도 안 돼
I'm not kidding

시간이 갈수록 깊어 깊어
깊어져 가는 나잖아

뺏긴 My heart that girl's a killer
Love so good feels like a thriller
시작됐지

이건 Emergency Vroom

1-1-9 1-1-9

Save my life save my life

She sets me free

이건 Emergency Love
이건 뭘까
You know what I'm talking about
왜 이렇게 나의 맘이 어지러운 걸까
이 모든 게 내가 널 좋아하는 건가

난 그럼 더 이상 끌고 싶지 않아
다른 건

Nothing but

I want it all with you
뺏긴 My heart that girl's a killer
Love so good feels like a thriller
시작됐지

이건 Emergency Vroom
1-1-9 1-1-9

Save my life save my life

She sets me free

이건 Emergency Love
",57931447,2114737220
Stuck In The Middle,BABYMONSTER,http://p2.music.126.net/VhOnDgpw-xtJ8gooS-72wg==/109951169458081922.jpg?param=130y130,https://music.163.com/song?id=2122840087,"All this time we've been together

And I still don't know how you feel

Sometimes I wish you'd just

Talk to me
Maybe it's make believe
Maybe it can be true
I try to tell myself
I'm not in love with you
I thought that I knew everything

I guess I don't know anything yeah
I get emotional
And hypothetical
Wondering if there are all kinds of things
I'm not supposed to know
I try my best to let it go
Baby then you bring me back
Bring me back
You lift my feet off of the ground
Keep me spinning around and around
I don't ever wanna come down
From your arms
You tell me that you need me
Then you walk away
Keep promising forever
With the words you say
It's true
Don't know what I'm supposed to do
I'm stuck in the middle with you you you
With you you
Oh boy you got me really confused
Don't know what I'm supposed to do
I'm stuck in the middle with you

You were the spark
Light in the dark
Gave you my everything
Pulling me in
Pushing me out
Pulling me back again
Don't know if your mind is made up
But I know that nobody wanna be stuck
You are the one that I want
All I can promise you now is my love
You say you want me
You say you care
When we're together
Are you even there
And you
Gave me the keys to your heart
Yeah you
Made me believe from the start
Now all that I know is
I got all this love I won't take back
My love
My love
My love
My love
You lift my feet off of the ground
Keep me spinning around and around
I don't ever wanna come down
From your arms
You tell me that you need me
Then you walk away
Keep promising forever
With the words you say
It's true
Don't know what I'm supposed to do
I'm stuck in the middle with you you you
With you you
Oh boy you got me really confused
Don't know what I'm supposed to do
I'm stuck in the middle with you
I've tried and I've tried to be good to myself
Good for my health
Is it selfish
If I'm constantly turning to you
To you
If you knew what I'm feeling right now
You'd comfort my heart
You tell me that you need me
Then you walk away
Keep promising forever
With the words you say
It's true
Don't know what I'm supposed to do
I'm stuck in the middle with you you you
With you you
Oh boy you got me really confused
Don't know what I'm supposed to do
I'm stuck in the middle with you",55268878,2122840087
Waiting for You (Acoustic),Dept,http://p2.music.126.net/KkZjXn71HagQdAYfCMau4w==/109951169660293755.jpg?param=130y130,https://music.163.com/song?id=2163888355,"[by:维尔日记]
 Loving you from afar day after day
 Feels like borderline I'm about to go insane
 Don't know if you'd turn around my heart's already bound
 And I can't help but sound like a broken record
 That's spiraling away
 I'll wait I'll wait till you tell me
 There's no way no way that I'm getting you back
 Getting you back
 Wherever you go I hope you would know
 I will be standing right here waiting for you
 Whatever you choose just give me a clue
 As long as you can see me waiting for you
 I've been falling in love with the sunshine
 But it's setting way too soon
 And I'd wait for forever for the sunrise
 But for now I'm just staring at the moon
 You said we tried it good enough already
 But why are you so ready to go
 Cuz I'm not ready to lose you and regret it
 So I'm waiting for you I hope you know
 I'll wait I'll wait till you tell me
 There's no way no way that I'm getting you back
 Getting you back
 Wherever you go I hope you would know
 I will be standing right here waiting for you
 Whatever you choose just give me a clue
 As long as you can see me waiting for you
 Is there a future where it's me and you
 I see us in my dreams and only if you knew
 Your hands perfectly in mine
 We fit together just fine
 But take your time for me cause I'll be here
 Wherever you go I hope you would know
 I will be standing right here waiting for you
 Whatever you choose just give me a clue
 As long as you can see me waiting for you
",12403052,2163888355
Feeling Lucky,BIBI,http://p2.music.126.net/IQhfTyajlIMAXA7ARYKkMg==/109951169528868665.jpg?param=130y130,https://music.163.com/song?id=2149203986,"Something about
The way you kiss it
Don’t ever stop
You know you started something
You’re on the stop
I’m feeling lucky
Go head and touch it if you want it baby keep me coming

Something about the way that it taste
You’re running your mouth at a dangerous rate
You know what to do, and you know what to say
Even when you’re away I’m always thinking bout’ you.

The way you think about me
I think about you
I do it’s true (I think about you)
Way you think about me
I think about you
I do it’s true

Its bitter sweet, every time you leaving
I say goodbye and turn around because you know I need it
You’re on my mind, and I’m feeling lucky
So if you’re thinking what I’m thinking baby keep it coming

Something about the way that it taste
You’re running your mouth at a dangerous rate
You know what to do, and you know what to say
Even when you’re away I’m always thinking bout’ you.

The way you think about me
I think about you
I do it’s true (I think about you)
Way you think about me
I think about you
I do it’s true

Knew that you were worth it
I can feel you when you’re gone
Tripping on your circuit
You’re just like my favorite song
Cause when its all over and the tape won’t run
I’ll be glad I found you

The way you think about me
I think about you
I do it’s true (I think about you)
Way you think about me
I think about you
I do it’s true
",12457112,2149203986
Midas Touch,KISS OF LIFE,http://p2.music.126.net/zFfx_Cj_5NP1-MD3Sgk4Dg==/109951169556446754.jpg?param=130y130,https://music.163.com/song?id=2141968367,"Baby count 10 that's all I need
단숨에 빠져들어
Can't go back can't go back
Tick-tack ain't got no time
턱 끝을 겨누는 love
Eat your love eat your love
Hey baby I've been watching
널 풀어헤친 달콤한 이 danger danger
Baby I've been watching boy
Hey baby I'm so toxic
위험할수록 재밌잖아 it's alright alright
Baby I've been watching boy
온몸이 원해 넌 나뿐인
아찔한 lovesick 밤새 날 앓게 돼
I warned you with a single touch boy
도망쳐봐 어차피 날 벗어날 수 없어
When I touch ya kiss ya
You're gon realize
Baby don't you think too much
Boy if I touch ya kiss ya
Watch out 순간 변해버린 눈빛
You see I got that Midas Touch
I really wanna stay all day with you
You know what we'll be going through
찾아봐 떨리는 이유
몸부림칠수록 gettin' deeper
손짓 한 번으로 makin' you weaker and weaker
Hey baby I'm so toxic
위험할수록 재밌잖아 it's alright alright
You will end up in my hands my love
온몸이 원해 넌 나뿐인
아찔한 lovesick 밤새 날 앓게 돼
I warned you with a single touch boy
도망쳐봐 어차피 날 벗어날 수 없어
When I touch ya kiss ya
You're gon realize
Baby don't you think too much
Boy if I touch ya kiss ya
Watch out 순간 변해버린 눈빛
You see I got that Midas Touch
Brace brace
Ain't gotta sugarcoat me 생각과는 다를 걸
Brace brace
My love's a game I play with it 너도 원한다면
Brace brace
Looking like a kitty cat but 아무도 감당 못 해
Once the countdown's done you're never gonna move yeah
When I touch ya kiss ya
You're gon realize
Baby don't you think too much
Boy if I touch ya kiss ya
Watch out 순간 변해버린 눈빛
You see I got that Midas Touch
내게 빠져드는 손짓
You see I got that Midas Touch",57446856,2141968367
Nothing,KISS OF LIFE,http://p2.music.126.net/zFfx_Cj_5NP1-MD3Sgk4Dg==/109951169556446754.jpg?param=130y130,https://music.163.com/song?id=2141968369,"[by:维尔日记]
 First of all I would've never looked back at you
 I would've never looked back at you
 If you didn't chase me I would not be with you
 No no I would not be with you
 Now I'm not picking up when you call me
 No I'm not gon' respond when you want me
 So better keep in mind that
 You were nothing other than a mindset
 Guess I should have known not to give all of me
 At the time having my love was all you need
 And now you leave
 With all of my energy
 Not considering how I feel
 I'mma need that back from you
 Need that back from you but
 It's not worth it
 Not worth it
 It's not worth it
 The way you make me feel
 I'm hurting
 I'm hurting
 See I'm hurting
 So why did it take me this long
 To see that you're not worth my songs
 But now I know
 It's not worth it
 Not worth it
 It's not worth it
 Remember the days you begged for me to stay huh
 Funny how that changed to you going away now
 Nope can't get with folks who need me
 Cuz what they need is healing
 And in the end who takes a chance is bleeding
 Now I'm bleeding out on the ground you don't care
 Rub your fingers through another person's hair
 But better keep in mind that
 You were nothing other than a mindset
 Guess I should have known not to give all of me
 At the time having my love was all you need
 And now you leave
 With all of my energy
 Not considering how I feel
 I'mma need that back from you
 Need that back from you but
 It's not worth it
 Not worth it
 It's not worth it
 The way you make me feel
 I'm hurting
 I'm hurting
 See I'm hurting
 So why did it take me this long
 To see that you're not worth my songs
 But now I know
 It's not worth it
 Not worth it
 It's not worth it
 You were never on your own
 Not strong enough to be alone
 Can you call yourself a man
 No I don't think you can
 And look what got us here
 I'mma need that back from you
 Need that back from you but
 It's not worth it
 Not worth it
 It's not worth it
 The way you make me feel
 I'm hurting
 I'm hurting
 See I'm hurting
 So why did it take me this long
 To see that you're not worth my songs
 But now I know
 It's not worth it
 Not worth it
 It's not worth it
",57446856,2141968369
나는 아픈 건 딱 질색이니까,(G)I-DLE,http://p1.music.126.net/S8_bTTmiVhDlN3Eyv7u9xw==/109951169295120032.jpg?param=130y130,https://music.163.com/song?id=2121944727,"오늘도 아침엔 입에 빵을 물고

똑같이 하루를 시작하고

온종일 한 손엔 아이스 아메리카노

피곤해 죽겠네

지하철 속 이 장면 어제 꿈에서 봤나
아참 매일이지 지나치고

바쁜 이 삶에 그냥 흔한 날에

그 애를 보고 말야

평온했던 하늘이 무너지고

어둡던 눈앞이 붉어지며

뭔가 잊고 온 게 있는 것 같아

괜히 이상하게 막 울 것만 같고

그냥 지나치는 게 나을 것 같아

나는 생각은 딱 질색이니까

카페인으로 잡은 정신은 빠졌고
하루 종일 신경 쓰여 토할 것 같아
저녁이 돼도 배고픔까지 까먹고
그치 이상하지 근데 말야 있잖아
처음 본 순간 뭐라 할까 그립달까

나도 웃긴데 말야

평온했던 하늘이 무너지고
어둡던 눈앞이 붉어지며

뭔가 잊고 온 게 있는 것 같아

괜히 이상하게 막 울 것만 같고

그냥 지나치는 게 나을 것 같아

나는 생각은 딱 질색이니까

오랫동안 나를 아는

슬픈 표정을 하고 Oh
흔적 없는 기억 밖
혹 과거에 미래에 딴 차원에 세계에
1 2 3 4 5 6 7 8
평온했던 하늘이 무너지고

어둡던 눈앞이 붉어져도

다시 놓쳐버리는 것만 같아

괜히 이상하게 막 울 것만 같고

그냥 지나치는 게 나을 것 같아

나는 생각은 딱 질색이니까

아냐 지나치는 게 나을 것 같아

나는 아픈 건 딱 질색이니까
",14055085,2121944727
Supernova,MY,http://p1.music.126.net/jnoF8f9BkkkO4KMv3ZM-nA==/109951169589181229.jpg?param=130y130,https://music.163.com/song?id=2155807240,"
   
I'm like some kind of Supernova
我就像是神秘的超新星
Watch out
时刻保持警惕
Look at me go
注视着我 绽放光彩
재미 좀 볼
确实有些看头
빛의 Core
那光芒的核心
So hot hot
炙热无比
문이 열려
把门打开
서로의 존재를 느껴
感受彼此的存在
마치 Discord
正如不和谐音
날 닮은 너 너 누구야
与我相像的那个你 你是谁啊
Drop
尽情释放
사건은 다가와 Ah Oh Ay
事件发生在即
거세게 커져가 Ah Oh Ay
变得声势浩大
That tick that tick tick bomb
犹如滴答作响的定时炸弹
That tick that tick tick bomb
犹如滴答作响的定时炸弹
감히 건드리지 못할 걸
谁也无法招惹我
누구도 말이야
任谁都如此
지금 내 안에선
现在我的体内
Su su su Supernova
超新星
Nova
新星
Can't stop hyperstellar
无法阻止超级恒星应运而生
원초 그걸 찾아
寻找那原始的存在
Bring the light of a dying star
濒临消亡的恒星光芒万丈
불러낸 내 우주를 봐 봐
看看我那被唤出的宇宙
Supernova
超新星
Ah Body bang
身体爆炸
Make it feel too right
让一切感觉妙不可言
휩쓸린 에너지 It's so special
席卷而来的能量 这一切与众不同
잔인한 Queen 이며 Scene 이자 종결
是残忍的女王 是景象也是终结
이토록 거대한 내 안의 Explosion
我体内巨大的爆炸
내 모든 세포 별로부터 만들어져
我所有的细胞 都由星星形成
Under my control Ah
尽在我的掌控之中
질문은 계속돼 Ah Oh Ay
疑问持续不断
우린 어디서 왔나 Oh Ay
我们从何而来
느껴 내 안에선
感受我体内的
Su su su Supernova
超新星
Nova
新星
Can't stop hyperstellar
无法阻止超级恒星应运而生
원초 그걸 찾아
寻找那原始的存在
Bring the light of a dying star
濒临消亡的恒星光芒万丈
불러낸 내 우주를 봐 봐
看看我那被唤出的宇宙
Supernova
超新星
보이지 않는 힘으로
要不试着用无形的力量
네게 손 내밀어 볼까
来向你伸出手吧
가능한 모든 가능성
一切都有可能的可能性
무한 속의 너를 만나
遇见无限中的你
It's about to bang bang
即将爆炸
Don't forget my name
千万不要忘记我的名字
Su su su Supernova
超新星
사건은 다가와 Ah Oh Ay
事件发生在即
거세게 커져가 Ah Oh Ay
变得声势浩大
질문은 계속돼 Ah Oh Ay
疑问持续不断
우린 어디서 왔나 Oh Ay
我们从何而来
사건은 다가와 Ah Oh Ay
事件发生在即
거세게 커져가 Ah Oh Ay
变得声势浩大
Tell me tell me tell me Oh Ay
请告诉我
우린 어디서 왔나 Oh Ay
我们从何而来
우린 어디서 왔나 Oh Ay
我们从何而来
Nova
新星
Can't stop hyperstellar
无法阻止超级恒星应运而生
원초 그걸 찾아
寻找那原始的存在
Bring the light of a dying star
濒临消亡的恒星光芒万丈
불러낸 내 우주를 봐 봐
看看我那被唤出的宇宙
Supernova
超新星
사건은 다가와 Ah Oh Ay
事件发生在即
Nu star
新兴的恒星
거세게 커져가 Ah Oh Ay
变得声势浩大
질문은 계속돼 Ah Oh Ay
疑问持续不断
Nova
新星
우린 어디서 왔나 Oh Ay
我们从何而来
사건은 다가와 Ah Oh Ay
事件发生在即
거세게 커져가 Ah Oh Ay
变得声势浩大
질문은 계속돼 Ah Oh Ay
疑问持续不断
Nova
新星
Bring the light of a dying star
濒临消亡的恒星光芒万丈
Supernova
超新星
",61852775,2155807240
ONE SPARK,TWICE,http://p1.music.126.net/1zXQATNwyQGnkFigYFTEeg==/109951169360696101.jpg?param=130y130,https://music.163.com/song?id=2129215389,"编曲：earattack/이우현
Original publisher：JYP Publishing (KOMCA)/Almo Music Corp./51000 Feet Music/Tinkermel Music Creations (ASCAP)/InnerV8 Musiq/Heavymental Sound/Music Cube, Inc. (KOMCA)
Sub-publisher：JYP Publishing (KOMCA)/Universal Music Publishing/Soundgraphics Inc. admin by Music Cube/Inc./Music Cube, Inc./peermusic
Sessions：
All instrumental by：earattack/이우현
Guitar by：김종성
Background vocals by：Paulina ""PAU"" Cerrilla
Vocals directed by：earattack
Digital editing by：KayOne (이경원)
Recorded by：earattack/구혜진/임찬미/서은일 at JYPE Studios
Mixed by：Josh Gudwin
Mix Assisted by：Felix Byrne
Mixed at：Henson Studios, Hollywood, CA
Vinyl ver. mixed by：이태섭 at JYPE Studios
Mastered by：Chris Gehringer at Sterling Sound
Mixed in Dolby Atmos by：신봉원 (Asst.박남준) at GLAB Studios
One spark baby
Everybody wants that endless flame
식지 않을 everlasting blast
영원한 걸 염원해 그래 영원히
We're sparkling beautifully
아름다울 걸 난 확신해
너의 숨결에 온기를 데워
계속 타오르는 energy
If I lose my rhythm
Then your beat goes on and on
Bring me the bring me the spark in my veins
Gimme the freedom the freedom to chase
You know it's all ours
이대로 make this moment last
Cuz my heart is burning burning burning
So good that it's hurting hurting hurting
눈부시게 아름답고 아프다 해도
It's our golden days
Yeah my heart is burning burning burning
Don't lose this spark baby
너와 누워본 coral 빛 heaven
붉은 두 뺨이 식지 않도록
더 세게 끌어안고
더 크게 불러줄게
너의 숨결에 온기를 데워
계속 타오르는 energy
If I lose my rhythm
Then your beat goes on and on
Bring me the bring me the spark in my veins
Gimme the freedom the freedom to chase
You know it's all ours
이대로 make this moment last
Baby
Cuz my heart is burning burning burning
So good that it's hurting hurting hurting
눈부시게 아름답고 아프다 해도
It's our golden days
Yeah my heart is burning burning burning
Don't lose this spark baby
Lighting it up
빛이 나는 시간을 건너
빛의 시간을 건너
Glowing so bright
찬란한 환상쯤에 이르러
This is the time of our lives
Carved into our minds
저물지 않아 there ain't no sundown
An everlasting spark to an everlasting fire
Don't let this fire die
Cuz my heart is burning burning burning
So good that it's hurting hurting hurting
눈부시게 아름답고 아프다 해도
It's our golden days
Yeah my heart is burning burning so burning
Don't lose this spark baby
Cuz my heart is burning burning burning",1161043,2129215389
Waiting Game,Dept,http://p2.music.126.net/v-8tOmueAtcFJ2dqDvebng==/109951169357178256.jpg?param=130y130,https://music.163.com/song?id=2128808692,"[by:WannaOne_]
 When the snow has melted
 My heart begins to freeze
 Never felt so helpless
 Not sure what I'm doing
 I don't find happiness in
 Anything that I'm doing
 Help me find a way
 I hope that
 You know that
 Nothing lasts forever
 All this pain will fade away
 It's so hard
 Hurts my heart
 I'm hanging in there longer
 Hoping that I'll be ok
 Looking up the sky
 The sun will rise tomorrow
 Moving forward to a better day
 I know that yesterday
 Filled with tears and sorrow
 Play this waiting game
 My confident self
 How can I find you
 Where are you now
 No longer here with me
 I'm searching far and wide
 Everybody
 Living a hard life
 Nothing comes easy
 Work till I survive
 Don't know how long I can go
 I hope that
 You know that
 Nothing lasts forever
 All this pain will fade away
 It's so hard
 Hurts my heart
 I'm hanging in there longer
 Hoping that I'll be ok
 Looking up the sky
 The sun will rise tomorrow
 Moving forward to a better day
 I know that yesterday
 Filled with tears and sorrow
 Play this waiting game
 Hope you'll stay here waiting
 Tomorrow is almost near
 I know your heart is aching
 They will disappear
 Looking up the sky
 The sun will rise tomorrow
 Moving forward to a better day
 I know that yesterday
 Filled with tears and sorrow
 Play this waiting game",12403052,2128808692
